participant_id,survey_type,age,gender,race,zip_code,education_level,income
Participant 1232,online,34.0,A man,White / Caucasian,83709.0,8th grade or less,"$100,000 or more"
Participant 1233,online,24.0,A man,White / Caucasian,83703.0,"Some high school, no diploma","$100,000 or more"
Participant 1234,online,30.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1235,online,60.0,A man,White / Caucasian,83638.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 1236,online,51.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 1237,online,27.0,A man,White / Caucasian,83703.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 1238,online,22.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$100,000 or more"
Participant 1239,online,69.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 124,in_person,45.0,A woman,White / Caucasian,83704.0,Bachelor’s degree,"$100,000 or more"
Participant 124,online,55.0,A woman,White / Caucasian,,"Some college, no degree",
Participant 1240,online,19.0,A man,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 1241,online,19.0,A man,White / Caucasian,83706.0,8th grade or less,"$25,000 or less"
Participant 1242,online,62.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1243,online,62.0,A man,White / Caucasian,83642.0,"Some college, no degree","$75,000 to $99,999"
Participant 1244,online,54.0,A man,White / Caucasian,83714.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 1245,online,47.0,A woman,Hispanic or Latino,83605.0,"Some college, no degree","$75,000 to $99,999"
Participant 1246,online,30.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 1247,online,48.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$75,000 to $99,999"
Participant 1248,online,58.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$25,000 to $49,999"
Participant 1249,online,38.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$25,000 or less"
Participant 125,in_person,47.0,A woman,White / Caucasian,83642.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 125,online,22.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1250,online,47.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$75,000 to $99,999"
Participant 1251,online,44.0,A man,White / Caucasian,83705.0,"Some college, no degree","$25,000 to $49,999"
Participant 1252,online,65.0,A woman,White / Caucasian,83712.0,Associates degree,"$100,000 or more"
Participant 1253,online,58.0,A woman,Asian / Pacific Islander,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 1254,online,53.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 or less"
Participant 1255,online,48.0,A woman,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 1256,online,50.0,A woman,White / Caucasian,83716.0,"Some college, no degree","$100,000 or more"
Participant 1257,online,50.0,A woman,Asian / Pacific Islander,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 1258,online,74.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$50,000 to $74,999"
Participant 1259,online,48.0,A man,White / Caucasian,83642.0,"Some college, no degree","$100,000 or more"
Participant 126,in_person,44.0,A man,White / Caucasian,83646.0,Master’s degree,"$100,000 or more"
Participant 126,online,42.0,A woman,White / Caucasian,83607.0,"Some college, no degree","$50,000 to $74,999"
Participant 1260,online,57.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$75,000 to $99,999"
Participant 1261,online,32.0,A man,White / Caucasian,83687.0,"Some high school, no diploma","$25,000 or less"
Participant 1262,online,31.0,Other,White / Caucasian,83646.0,"Some college, no degree","$25,000 or less"
Participant 1263,online,63.0,A man,Asian / Pacific Islander,83706.0,Associates degree,"$75,000 to $99,999"
Participant 1264,online,40.0,A woman,Hispanic or Latino,83642.0,"Some college, no degree","$100,000 or more"
Participant 1265,online,,,,,,
Participant 1266,online,28.0,A woman,Hispanic or Latino,83426.0,"Some college, no degree","$25,000 to $49,999"
Participant 1267,online,65.0,A man,White / Caucasian,83703.0,"Some college, no degree","$100,000 or more"
Participant 1268,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 1269,online,38.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 127,in_person,43.0,A man,White / Caucasian,83642.0,Bachelor’s degree,"$100,000 or more"
Participant 127,online,18.0,A woman,White / Caucasian,83616.0,8th grade or less,"$25,000 to $49,999"
Participant 1270,online,41.0,A man,White / Caucasian,83709.0,"Some college, no degree","$100,000 or more"
Participant 1271,online,30.0,A man,White / Caucasian,83687.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 1272,online,19.0,A man,White / Caucasian,83616.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 1273,online,28.0,A man,White / Caucasian,83709.0,"Some high school, no diploma","$25,000 or less"
Participant 1274,online,22.0,A woman,White / Caucasian,83687.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 1275,online,30.0,A woman,Hispanic or Latino,83642.0,"Some college, no degree","$25,000 to $49,999"
Participant 1276,online,43.0,A man,White / Caucasian,83642.0,"Some college, no degree","$100,000 or more"
Participant 1277,online,32.0,A woman,White / Caucasian,83725.0,"Some college, no degree","$50,000 to $74,999"
Participant 1278,online,48.0,A woman,White / Caucasian,83705.0,Associates degree,"$25,000 to $49,999"
Participant 1279,online,54.0,A woman,White / Caucasian,83702.0,Associates degree,
Participant 128,in_person,41.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 128,online,52.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 1280,online,23.0,A woman,Hispanic or Latino,83651.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 1281,online,59.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$75,000 to $99,999"
Participant 1282,online,,,,,,
Participant 1283,online,,,,,,
Participant 1284,online,19.0,A woman,White / Caucasian,83316.0,8th grade or less,"$100,000 or more"
Participant 1285,online,54.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$75,000 to $99,999"
Participant 1286,online,,,,,,
Participant 1287,online,19.0,A man,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 1288,online,18.0,A woman,White / Caucasian,83616.0,8th grade or less,"$100,000 or more"
Participant 1289,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 129,in_person,61.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 129,online,21.0,A woman,White / Caucasian,83646.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 1290,online,,,,,,
Participant 1291,online,,,,,,
Participant 1292,online,22.0,A man,White / Caucasian,208.0,"Some high school, no diploma","$100,000 or more"
Participant 1293,online,,,,,,
Participant 1294,online,,,,,,
Participant 1295,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$50,000 to $74,999"
Participant 1296,online,18.0,A woman,White / Caucasian,83646.0,8th grade or less,"$100,000 or more"
Participant 1297,online,36.0,A woman,White / Caucasian,83704.0,Associates degree,"$100,000 or more"
Participant 1298,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 1299,online,18.0,A man,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 13,in_person,24.0,A man,White / Caucasian,83646.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 13,online,41.0,A woman,White / Caucasian,83702.0,Associates degree,
Participant 130,in_person,36.0,A woman,White / Caucasian,83651.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 130,online,22.0,A woman,White / Caucasian,83704.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 1300,online,22.0,A woman,White / Caucasian,83701.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 1301,online,38.0,A woman,Hispanic or Latino,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 1302,online,,,,,,
Participant 1303,online,40.0,A woman,,83706.0,Associates degree,"$50,000 to $74,999"
Participant 1304,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1305,online,,,,,,
Participant 1306,online,28.0,A man,White / Caucasian,,"High school graduate, diploma or GED","$25,000 or less"
Participant 1307,online,,,,,,
Participant 1308,online,48.0,A woman,White / Caucasian,83646.0,Associates degree,"$100,000 or more"
Participant 1309,online,30.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$75,000 to $99,999"
Participant 131,in_person,30.0,A woman,Hispanic or Latino,83706.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 131,online,46.0,A woman,White / Caucasian,83616.0,Associates degree,"$100,000 or more"
Participant 1310,online,38.0,A man,White / Caucasian,83705.0,Associates degree,"$25,000 to $49,999"
Participant 1311,online,21.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$100,000 or more"
Participant 1312,online,21.0,A man,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 or less"
Participant 1313,online,,,,,,
Participant 1314,online,50.0,A woman,White / Caucasian,83712.0,Associates degree,"$75,000 to $99,999"
Participant 1315,online,29.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$75,000 to $99,999"
Participant 1316,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 1317,online,31.0,A woman,Hispanic or Latino,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 1318,online,21.0,A woman,White / Caucasian,83705.0,"Some high school, no diploma","$100,000 or more"
Participant 1319,online,50.0,A woman,White / Caucasian,83714.0,Associates degree,"$50,000 to $74,999"
Participant 132,in_person,28.0,A woman,White / Caucasian,83651.0,Associates degree,"$25,000 to $49,999"
Participant 132,online,18.0,A woman,Hispanic or Latino,91784.0,8th grade or less,"$50,000 to $74,999"
Participant 1320,online,35.0,A man,White / Caucasian,83716.0,Associates degree,"$75,000 to $99,999"
Participant 1321,online,61.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 1322,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 1323,online,19.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 1324,online,,,,,,
Participant 1325,online,61.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 1326,online,64.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 1327,online,67.0,A man,White / Caucasian,83642.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 1328,online,,,,,,
Participant 1329,online,20.0,A woman,White / Caucasian,83709.0,8th grade or less,"$50,000 to $74,999"
Participant 133,in_person,27.0,A man,Hispanic or Latino,83617.0,"Some college, no degree","$25,000 or less"
Participant 133,online,34.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 1330,online,18.0,A man,White / Caucasian,84010.0,8th grade or less,"$50,000 to $74,999"
Participant 1331,online,38.0,A woman,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 1332,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1333,online,44.0,A woman,Asian / Pacific Islander,83706.0,Associates degree,"$75,000 to $99,999"
Participant 1334,online,,,,,,
Participant 1335,online,58.0,A man,White / Caucasian,83703.0,"Some college, no degree","$50,000 to $74,999"
Participant 1336,online,20.0,A man,White / Caucasian,83906.0,"Some high school, no diploma","$25,000 or less"
Participant 1337,online,53.0,A woman,White / Caucasian,83713.0,"Some college, no degree","$100,000 or more"
Participant 1338,online,25.0,A man,White / Caucasian,83642.0,"Some high school, no diploma","$100,000 or more"
Participant 1339,online,26.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 134,in_person,24.0,A woman,White / Caucasian,83712.0,Associates degree,"$25,000 to $49,999"
Participant 134,online,19.0,A man,White / Caucasian,83716.0,8th grade or less,"$50,000 to $74,999"
Participant 1340,online,62.0,A woman,White / Caucasian,83686.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 1341,online,52.0,A woman,White / Caucasian,89832.0,"Some college, no degree","$50,000 to $74,999"
Participant 1342,online,52.0,A man,White / Caucasian,83646.0,"Some college, no degree","$50,000 to $74,999"
Participant 1343,online,45.0,A man,White / Caucasian,83716.0,Associates degree,"$100,000 or more"
Participant 1344,online,53.0,A woman,White / Caucasian,83686.0,"Some college, no degree","$25,000 to $49,999"
Participant 1345,online,,,,,,
Participant 1346,online,52.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 1347,online,37.0,A woman,White / Caucasian,83702.0,Associates degree,"$75,000 to $99,999"
Participant 1348,online,,,,,,
Participant 1349,online,43.0,A woman,White / Caucasian,83712.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 135,in_person,29.0,A woman,White / Caucasian,83706.0,Bachelor’s degree,"$100,000 or more"
Participant 135,online,20.0,A woman,White / Caucasian,83713.0,"Some high school, no diploma","$25,000 or less"
Participant 1350,online,21.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 1351,online,28.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 1352,online,34.0,A woman,White / Caucasian,83642.0,"Some high school, no diploma","$100,000 or more"
Participant 1353,online,39.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$100,000 or more"
Participant 1354,online,30.0,A man,White / Caucasian,83703.0,"Some college, no degree","$75,000 to $99,999"
Participant 1355,online,41.0,A woman,White / Caucasian,83704.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 1356,online,26.0,A woman,White / Caucasian,83646.0,"Some high school, no diploma","$50,000 to $74,999"
